id,Formule,No Ele,Ele,BG,IM,Is BG Dir,Structure,a,b,c,alfa,beta,gamma,CA
mp-8280,Ba(MgAs)2,3,As-Ba-Mg,1.0689000000000002,False,False,Trigonal,4.49298382,4.4929832905457765,7.77005598,90.0,90.0,119.99999638834105,312383.2603349332
mp-8289,SnF3,2,F-Sn,2.7195,False,False,Cubic,6.150381282605366,6.150380686096792,6.1503813,59.99999131964451,59.99999452795802,59.99999311260578,7433.081679332176
mp-8298,Sr4P2O,3,O-P-Sr,1.2134,False,False,Tetragonal,4.814256094693773,4.814255219639518,8.692039544459822,106.07734843388346,106.07733545365478,90.0000029680872,207960.65972027218
mp-8299,Sr4As2O,3,As-O-Sr,1.1923999999999997,False,False,Tetragonal,4.8577481803506695,4.857749427081379,8.866808653845851,105.89819417706623,105.89820207982177,89.9999946931339,259193.16692147104
mp-8393,Tl3SbS3,3,S-Sb-Tl,1.592,False,True,Trigonal,6.119726386394661,6.119726663090934,6.119726317504962,104.36121506900486,104.36121507101534,104.3612047577977,266429.622610113
mp-8452,NaLiS,3,Li-Na-S,2.2642,False,False,Tetragonal,4.00926097,4.00926097,6.47945416,90.0,90.0,90.0,4514.839140198535
mp-8584,NaErSe2,3,Er-Na-Se,1.9258,False,False,Trigonal,7.310784534378806,7.31078483496541,7.310785071277259,32.41874864772387,32.41874180085615,32.418745818683256,24258.858375349773
mp-8622,Rb2PtSe2,3,Pt-Rb-Se,1.0034,False,False,Orthorhombic,3.7958763498015653,6.643038279174643,6.64303758029432,69.9861386106755,73.39911087719575,73.39911472622882,283592.3353381461
mp-8658,CsNaSe,3,Cs-Na-Se,2.027,False,False,Tetragonal,4.9949251,4.9949251,8.1072423,90.0,90.0,90.0,45657.00592164812
mp-8751,RbLiS,3,Li-Rb-S,2.745,False,False,Tetragonal,4.41180301,4.41180301,7.26324285,90.0,90.0,90.0,5798.108931361367
mp-8756,KLiSe,3,K-Li-Se,2.5249,False,False,Tetragonal,4.50147408,4.50147408,7.20714494,90.0,90.0,90.0,12517.65132389981
mp-8830,NaRhO2,3,Na-O-Rh,1.3773999999999997,False,False,Trigonal,5.400422330886958,5.400422476224173,5.4004219987292075,33.55068951542158,33.55068276769702,33.55069151130853,293044.74917305965
mp-8922,Cd(SbO3)2,3,Cd-O-Sb,1.4136000000000006,False,False,Trigonal,5.26329933,5.263299733035355,4.8221408,90.0,90.0,119.99999752978067,36774.09289700449
mp-8963,Cs2HgF4,3,Cs-F-Hg,2.0818,False,False,Tetragonal,4.651847435185158,4.65184740634632,7.959759512219642,106.99032742836734,106.99032084365923,90.00000203385315,2920.9690680147455
mp-9006,Ho2CF2,3,C-F-Ho,1.1355000000000004,False,False,Trigonal,3.63198646,3.631985909110549,6.26982569,90.0,90.0,120.00001430749178,191081.89803251615
mp-9035,NaLuS2,3,Lu-Na-S,2.4322999999999997,False,False,Trigonal,3.8754602030422336,3.8754602030422336,6.966221422873654,73.84953567804601,73.84953567804601,60.00002999370213,8779.86310108244
mp-9036,KSmTe2,3,K-Sm-Te,1.2623000000000002,False,False,Trigonal,8.589565056160305,8.589565056160305,8.589565122056205,30.867120218602743,30.867120218602743,30.867125531954894,363821.293332873
mp-9076,NaTmS2,3,Na-S-Tm,2.3614,False,False,Trigonal,6.974078755677062,6.974078755677062,6.974079575233339,32.56747400875191,32.56747400875191,32.56747489501766,9757.629959099286
mp-9082,CsSmS2,3,Cs-S-Sm,2.1397,False,False,Trigonal,8.455430475805047,8.455430475805047,8.455430020675498,28.57147853118646,28.57147853118646,28.57148114670627,26631.3193887575
mp-9084,CsGdS2,3,Cs-Gd-S,1.8329,False,False,Trigonal,8.416223950871617,8.416223950871617,8.416224503791508,28.44102476050047,28.44102476050047,28.44103149274617,73630.44744077115
mp-9125,Ca(SbO3)2,3,Ca-O-Sb,2.6942999999999997,False,False,Trigonal,5.25791554,5.257915548731438,5.02144323,90.0,90.0,120.00000623648303,3084.2803018314885
mp-9126,Sr(SbO3)2,3,O-Sb-Sr,2.7881,False,False,Trigonal,5.29166341,5.2916630043105455,5.38664006,90.0,90.0,120.00000259859645,2848.859454669209
mp-9127,Ba(SbO3)2,3,Ba-O-Sb,2.8606,False,False,Trigonal,5.32814826,5.32814695493004,5.81558169,90.0,90.0,120.00000189402304,2837.0065165393453
mp-9195,BaCuSeF,4,Ba-Cu-F-Se,1.4265000000000003,False,True,Tetragonal,4.263533,4.263533,9.246547,90.0,90.0,90.0,137046.15259772676
mp-9250,RbLiSe,3,Li-Rb-Se,2.3089,False,False,Tetragonal,4.60204775,4.60204775,7.50977297,90.0,90.0,90.0,17725.60233224792
mp-9262,Cs2PtF6,3,Cs-F-Pt,2.814,False,False,Cubic,6.353992884150104,6.353992932188881,6.35399339,59.99999766863563,59.99999741853933,59.99999549330239,1304.5655029933089
mp-9263,KErTe2,3,Er-K-Te,1.3304000000000005,False,False,Trigonal,8.555914330224935,8.555914330224935,8.555913891293848,30.17846207047833,30.17846207047833,30.17845935321157,466269.21911965834
mp-9295,TaCu3Te4,3,Cu-Ta-Te,1.1406999999999998,False,False,Cubic,5.95981266,5.95981266,5.95981266,90.0,90.0,90.0,501207.6808262144
mp-9361,RbLaS2,3,La-Rb-S,2.6856999999999998,False,False,Trigonal,8.053762600778265,8.053762600778265,8.053761608373843,31.06605917726838,31.06605917726838,31.066061422483305,11724.77006551445
mp-9362,RbPrS2,3,Pr-Rb-S,2.2686,False,False,Trigonal,8.068055215951418,8.068055215951418,8.068054584863306,30.541517366535324,30.541517366535324,30.541516077319073,21264.74500247214
mp-9363,RbNdS2,3,Nd-Rb-S,2.2617,False,False,Trigonal,8.052516051812175,8.052516051812175,8.052515334590288,30.357136082784088,30.357136082784088,30.35713658201747,19606.848064312268
mp-9365,RbTbS2,3,Rb-S-Tb,2.3079,False,False,Trigonal,8.010054394537269,8.010054394537269,8.01005427791557,29.509534143804753,29.509534143804753,29.50952496749184,12821.977826435388
mp-9366,RbHoS2,3,Ho-Rb-S,2.3355000000000006,False,False,Trigonal,7.99596831214596,7.99596831214596,7.995968152983412,29.26277318739037,29.26277318739037,29.2627734075127,11285.532322452571
mp-9367,RbErS2,3,Er-Rb-S,2.3521,False,False,Trigonal,7.987381078648011,7.987381078648011,7.987381430518869,29.148009543821495,29.148009543821495,29.148011016810894,10629.08827474711
mp-9368,RbTmS2,3,Rb-S-Tm,2.3680000000000003,False,False,Trigonal,7.981527166489621,7.981527166489621,7.981527622649816,29.0362445353011,29.0362445353011,29.036252306587883,9997.062436475211
mp-9370,RbLuS2,3,Lu-Rb-S,2.3998,False,False,Trigonal,7.9663039782356035,7.9663039782356035,7.966303693518122,28.83582764952511,28.83582764952511,28.835821307239435,9112.68467085665
mp-9518,NdZnPO,4,Nd-O-P-Zn,1.2317999999999998,False,True,Trigonal,4.002283072445276,4.002283072445276,10.661058995156624,79.18107914251759,79.18107914251759,60.00001533288071,109245.19682620352
mp-9562,LiBeAs,3,As-Be-Li,1.0077000000000003,False,False,Tetragonal,3.73657199,3.73657199,6.16510828,90.0,90.0,90.0,39840.25395232686
mp-9564,Ca(MgAs)2,3,As-Ca-Mg,1.2605000000000004,False,False,Trigonal,4.35434578,4.354346698664385,7.11395737,90.0,90.0,120.00000849836977,152036.75370760105
mp-9566,Sr(MgSb)2,3,Mg-Sb-Sr,0.9813000000000001,False,False,Trigonal,4.72855219,4.728552205114488,7.84881873,90.0,90.0,119.99999982430552,426183.8154045048
mp-9573,NaBeAs,3,As-Be-Na,1.2874000000000003,False,False,Hexagonal,3.81814943,3.818150417041033,8.84438782,90.0,90.0,120.00000019891216,344224.0006657944
mp-9631,AlAgO2,3,Ag-Al-O,1.4090999999999996,False,False,Hexagonal,2.87786429,2.8778650971394164,12.24930776,90.0,90.0,120.00000210189822,15494.023639725978
mp-9813,WS2,2,S-W,1.6021,False,False,Trigonal,6.745267429593148,6.745267638852109,6.745267930995722,27.310767961141277,27.310763390277906,27.31077247907446,103099.98882202673
mp-9915,LiBeP,3,Be-Li-P,1.1585,False,False,Tetragonal,3.60554335,3.60554335,5.99069175,90.0,90.0,90.0,24947.89960466696
mp-1001604,LuTlS2,3,Lu-S-Tl,1.3485000000000005,False,False,Trigonal,3.9199329212765224,3.91993295,7.835535290344505,75.51431526426055,75.51431627131645,60.00000859578921,20874.396445337843
mp-1001780,LuCuS2,3,Cu-Lu-S,1.4584000000000001,False,False,Trigonal,3.8299233501685936,3.8299814872201337,6.065805510132319,89.99929942818757,90.00070180719288,119.99818979491342,287893.22871457896
mp-1001786,LiScS2,3,Li-S-Sc,1.4856999999999996,False,False,Trigonal,3.6908834366888943,3.69088517,6.413259056177633,73.27645525365175,73.27645755468944,60.00000299357643,100904.26439728269
mp-1006885,KNdS2,3,K-Nd-S,2.2595,False,False,Trigonal,4.189307491880375,4.18930697,7.718606312651107,74.25376743543448,74.25377134158904,60.00000404192488,18724.805950236783
mp-1006888,KYS2,3,K-S-Y,2.3221,False,False,Trigonal,4.044677257916328,4.0446774,7.677272054055387,74.72697022008033,74.72697174077852,59.999990354143094,11574.391097217182
mp-1006891,KSmSe2,3,K-Se-Sm,1.8906000000000003,False,False,Trigonal,4.283605787198446,4.28360561,8.013803438050653,74.49846809354277,74.4984622313899,60.00000945622942,61579.97458859004
mp-1007636,KLuS2,3,K-Lu-S,2.4307,False,False,Trigonal,3.943293085650292,3.94329344,7.64427363708824,75.05304133103654,75.05304084614963,59.99998832547269,8706.44441901408
mp-1008394,Cl2,1,Cl,2.2818,False,True,Orthorhombic,3.875192644999244,3.875192644999244,8.4513601,90.0,90.0,117.39334112926285,26178.059046736627
mp-1008492,BrCl,2,Br-Cl,1.8129,False,False,Orthorhombic,4.645947050138755,4.645947050138755,7.810701,90.0,90.0,115.9481890462039,76540.63894173676
mp-1009087,BeSiAs2,3,As-Be-Si,1.0226000000000006,False,True,Tetragonal,5.33761396,5.33761396,6.524818357542103,114.143540436781,114.143540436781,90.0,141560.00029459264
mp-1011695,Cs2Se,2,Cs-Se,1.7952000000000001,False,False,Cubic,5.977892676518731,5.97789288,5.970116028905178,59.95689410211747,59.95691333934738,59.999993023128596,50295.285326278514
mp-1014244,ZrZnN2,3,N-Zn-Zr,1.9900000000000002,False,False,Trigonal,3.281255442946229,3.28125511,5.28227338,90.0,90.0,120.00001728333883,43983.01327352534
mp-1014251,HfZnN2,3,Hf-N-Zn,2.3179,False,False,Trigonal,3.2393362045778455,3.23933674,5.27934611,90.0,90.0,120.00000546767045,25706.096506972353
mp-1017508,LuTlTe2,3,Lu-Te-Tl,1.0288999999999993,False,False,Trigonal,4.374986512398007,4.3749861,8.51592535698689,75.11552941879852,75.1155331002994,60.00000311818471,323311.4651100277
mp-1018025,LuAgO2,3,Ag-Lu-O,2.2177999999999995,False,False,Trigonal,3.3736053179785683,3.37360426,6.495534942809371,74.94853531692797,74.94853675510254,59.9999905669421,9396.333517746647
mp-1018031,KInO2,3,In-K-O,2.0774999999999997,False,False,Trigonal,3.3168724667457523,3.316872144902135,6.405897326423937,74.98688179456269,74.98688505320779,59.98782925267132,19465.210263343168
mp-1018138,VI2,2,I-V,1.0370000000000004,False,False,Trigonal,4.116371241801681,4.116365036178827,7.11923527009855,90.00005463898964,90.00696872711023,120.00009518043032,14634.372958074413
mp-1018737,KMgP,3,K-Mg-P,1.6589,False,False,Tetragonal,4.44860499,4.44860499,7.54192427,90.0,90.0,90.0,80418.23227536392
mp-1019089,KMgAs,3,As-K-Mg,1.1621,False,False,Tetragonal,4.55263303,4.55263303,7.73356801,90.0,90.0,90.0,133408.305176525
mp-1025029,PrHSe,3,H-Pr-Se,1.9162000000000003,False,True,Hexagonal,4.053073506973152,4.053073506973152,8.04043046,90.0,90.0,120.00001806943565,47523.782844685586
mp-1025396,NbTl3Se4,3,Nb-Se-Tl,2.1041,False,True,Cubic,6.891402935664368,6.891402935664368,6.891402935664368,109.47122063449069,109.47122063449069,109.47122063449069,245511.68218205395
mp-1025549,Tl3VSe4,3,Se-Tl-V,1.5636,False,False,Cubic,6.788545219700447,6.788545219700447,6.788545219700447,109.47122063449069,109.47122063449069,109.47122063449069,470607.36479715223
mp-1029385,Li2SnN2,3,Li-N-Sn,1.6966999999999999,False,False,Trigonal,3.2583009700007675,3.2583049092190075,5.429090090001192,90.00000250171001,90.00004913944156,120.00003568466349,49730.01368701017
mp-1029396,SrHfN2,3,Hf-N-Sr,1.5456999999999996,False,True,Tetragonal,4.02121058,4.02121058,8.22138958,90.0,90.0,90.0,45849.614884283765
mp-1057286,CsH,2,Cs-H,2.3475,False,True,Cubic,4.513115281747085,4.513115281747085,4.513115281747085,60.00000000000001,60.00000000000001,60.00000000000001,42008.82153760337
mp-1066791,TmTlS2,3,S-Tl-Tm,1.3817000000000004,False,False,Trigonal,3.95305651727877,3.95305651727877,7.837743636419173,75.39340105443158,75.39340105443158,60.00000038026891,20778.60387972989
mp-1067280,TmTlSe2,3,Se-Tl-Tm,1.1879,False,False,Trigonal,8.090180198622548,8.090180198622548,8.090180570274,29.43857072080167,29.43857072080167,29.438570759315713,42001.76584165741
mp-1067744,YTlSe2,3,Se-Tl-Y,1.2608000000000001,False,False,Trigonal,4.175512688317186,4.175512688317186,8.094021216163927,75.05224589331237,75.05224589331237,59.999977051946566,46905.315617842825
mp-1068941,K2PdS2,3,K-Pd-S,1.117,False,False,Orthorhombic,6.166380913210829,6.166380913210829,6.166380913210829,145.9271961164021,109.268598576671,80.89040390814243,476035.65581269213
mp-1077553,Sr2BBrN2,4,B-Br-N-Sr,2.4076,False,False,Trigonal,4.149198372319406,4.149198372319406,9.212723323154831,76.98602996938078,76.98602996938078,59.999994063322376,2764.507595137664
mp-1078419,Na3PSe4,3,Na-P-Se,1.1168999999999998,False,True,Cubic,6.299471731614379,6.299471731614379,6.299471731614379,109.47122063449069,109.47122063449069,109.47122063449069,36186.58881281662
mp-1078552,Li2H6Pt,3,H-Li-Pt,2.8838,False,False,Cubic,4.702157083574658,4.702157083574658,4.702157083574658,60.00000000000001,60.00000000000001,60.00000000000001,3650.279108370517
mp-1078677,Sr2H6Os,3,H-Os-Sr,2.4354,False,False,Cubic,5.391375010720273,5.391375010720273,5.391375010720273,60.00000000000001,60.00000000000001,60.00000000000001,5333.936728047256
mp-1078726,CsHoS2,3,Cs-Ho-S,2.2237,False,False,Hexagonal,4.05739686074973,4.05739686074973,16.10172705,90.0,90.0,119.99948572378386,12745.348062088522
mp-1078746,Sr2FeH6,3,Fe-H-Sr,1.3141999999999998,False,False,Cubic,5.243412096513121,5.243412096513121,5.243412096513121,60.00000000000001,60.00000000000001,60.00000000000001,22921.881448301054
mp-1078990,CsTmS2,3,Cs-S-Tm,2.2239999999999998,False,False,Hexagonal,4.018338148244436,4.018338148244436,16.08424867,90.0,90.0,119.99972353387436,11260.528923954664
mp-1078999,NdAlH6,3,Al-H-Nd,2.0357,False,False,Trigonal,4.240441945716192,4.240441945716192,4.240442248782957,98.38430827889961,98.38430827889961,98.38432708823267,16082.100985168625
mp-1079283,LaAlH6,3,Al-H-La,2.4764999999999997,False,False,Trigonal,4.307053394453096,4.307053394453096,4.307053828410732,98.30160130942846,98.30160130942846,98.30159055169962,10597.695612192
mp-1079483,LiAuF6,3,Au-F-Li,1.8673,False,False,Trigonal,5.343689836107026,5.343689843060585,5.343689973335692,55.03745503583339,55.03745500036006,55.03744902827715,88774.50888480862
mp-1079627,PrAlH6,3,Al-H-Pr,2.0349,False,False,Trigonal,4.271668709303783,4.271668709303783,4.271668231168463,98.37124327307878,98.37124327307878,98.37125023419797,15577.322617884412
mp-1079647,BaAgSeF,4,Ag-Ba-F-Se,1.2692999999999999,False,True,Tetragonal,4.412943,4.412943,9.527038,90.0,90.0,90.0,82464.90636713736
mp-1079896,Ca2H6Ru,3,Ca-H-Ru,2.4473,False,False,Cubic,5.086482205650252,5.086482205650252,5.086482205650252,60.00000000000001,60.00000000000001,60.00000000000001,5680.61691609045
mp-1080438,SrAgTeF,4,Ag-F-Sr-Te,1.2846999999999995,False,True,Tetragonal,4.39882,4.39882,9.730098,90.0,90.0,90.0,88931.48205865643
mp-1080747,ScAlCO,4,Al-C-O-Sc,1.2166999999999994,False,False,Hexagonal,3.24090781428748,3.24090781428748,10.17230395,90.0,90.0,120.00008072229005,128669.022566612
mp-1080847,Mg3SbN,3,Mg-N-Sb,1.6233999999999993,False,False,Cubic,4.34531858,4.34531858,4.34531858,90.0,90.0,90.0,302845.50573237933
mp-1086652,BaAgSF,4,Ag-Ba-F-S,1.4324,False,True,Tetragonal,4.304429,4.304429,9.419909,90.0,90.0,90.0,61897.51098990184
mp-1087532,CsLuS2,3,Cs-Lu-S,2.2447000000000004,False,False,Hexagonal,3.9891988075179774,3.9891988075179774,16.05657571,90.0,90.0,119.99956693314309,10227.50186905554
mp-1091384,NbTl3S4,3,Nb-S-Tl,2.4579999999999997,False,False,Cubic,6.703746107943352,6.703746107943352,6.703746107943352,109.47122063449069,109.47122063449069,109.47122063449069,51855.79119848491
mp-1094088,NbCoSn,3,Co-Nb-Sn,0.9703999999999997,False,False,Cubic,4.202076021692279,4.202076021692279,4.202076021692279,60.00000000000001,60.00000000000001,60.00000000000001,986308.778333302
mp-1097065,Li2HfN2,3,Hf-Li-N,1.9346,False,False,Trigonal,3.237120953308554,3.237120953308554,5.42359518,90.0,90.0,120.00000844709656,27588.105765093438
mp-1100408,TaSnRh,3,Rh-Sn-Ta,1.0594000000000001,False,False,Cubic,4.3571659358576875,4.3571659358576875,4.3571659358576875,60.00000000000001,60.00000000000001,60.00000000000001,1101466.5710065786
mp-1100415,ZrSbRh,3,Rh-Sb-Zr,1.1648000000000005,False,False,Cubic,4.454410739371824,4.454410739371824,4.454410739371824,60.00000000000001,60.00000000000001,60.00000000000001,720506.0332815852
mp-1101301,TeO3,2,O-Te,2.1595,False,False,Monoclinic,5.167054643126436,5.167054643126436,9.788939991039815,84.44857866470069,95.55142133529931,60.02705853309687,9083.16505447247
mp-1120763,Cs3VSe4,3,Cs-Se-V,1.4894,False,True,Cubic,7.454530307989566,7.454530307989566,7.454530307989566,109.47122063449069,109.47122063449069,109.47122063449069,159730.863538728
mp-1178449,CsLaO2,3,Cs-La-O,2.9322,False,False,Hexagonal,3.7655886668081364,3.7655886668081364,13.75283682,90.0,90.0,120.00000574185177,3256.621349689182
mp-1182867,AlWO4,3,Al-O-W,2.9802999999999997,False,False,Orthorhombic,4.592794069955919,4.592794069955919,2.82216346,90.0,90.0,92.64645417131881,24754.62754356279
mp-1183053,AcGaO3,3,Ac-Ga-O,2.895900000000001,False,False,Cubic,3.94626209,3.94626209,3.94626209,90.0,90.0,90.0,3060.4636529352174
mp-1183920,CsPaO3,3,Cs-O-Pa,2.9729999999999994,False,False,Cubic,4.42986213,4.42986213,4.42986213,90.0,90.0,90.0,6191.636302835128
mp-1185537,Cs2HgTe,3,Cs-Hg-Te,1.8046,False,False,Cubic,6.37201889428821,6.37201889428821,6.37201889428821,59.99999999999999,59.99999999999999,59.99999999999999,517565.36927246576
mp-1185959,MgS2,2,Mg-S,1.1336999999999997,False,False,Trigonal,3.9105414099458464,5.101926151973779,10.192120817914878,45.73300258074132,89.96610046224404,112.52903830024104,71892.4583051441
mp-1205754,Na2CeF6,3,Ce-F-Na,2.226,False,False,Trigonal,5.889785640133786,5.889785640133786,3.70174849,90.0,90.0,119.99998337678642,133912.66255831675
mp-1205964,Ca2FeH6,3,Ca-Fe-H,1.5002999999999997,False,False,Cubic,4.944200286318102,4.944200286318102,4.944200286318102,59.99999999999999,59.99999999999999,59.99999999999999,19923.860694154773
mp-1205991,LaBi2ClO4,4,Bi-Cl-La-O,1.3154000000000003,False,False,Tetragonal,3.988897,3.988897,9.333185,90.0,90.0,90.0,43497.838632799874
mp-1206514,Mg3AsN,3,As-Mg-N,2.2817999999999996,False,False,Cubic,4.20628578,4.20628578,4.20628578,90.0,90.0,90.0,203700.74647530605
mp-1206568,Cs2PdCl6,3,Cl-Cs-Pd,1.3617,False,False,Cubic,7.294636633726757,7.294636633726757,7.294636633726757,59.99999999999999,59.99999999999999,59.99999999999999,251837.91728825372
mp-1206742,ErHSe,3,Er-H-Se,1.4817000000000005,False,False,Hexagonal,3.787059525845621,3.787059525845621,3.86728588,90.0,90.0,119.99998577682193,54665.96725517442
mp-1206825,Lu2SeO2,3,Lu-O-Se,2.0255,False,False,Trigonal,3.716079718031408,3.716079718031408,6.64683631,90.0,90.0,119.99999640423898,5248.936571749499
mp-1206843,LuHSe,3,H-Lu-Se,1.4615,False,False,Hexagonal,3.7333424200423178,3.7333424200423178,3.82337706,90.0,90.0,120.00001063349531,47177.07345299803
mp-1207080,TbHSe,3,H-Se-Tb,1.5054999999999996,False,False,Hexagonal,3.8510133634044723,3.8510133634044723,3.92038104,90.0,90.0,120.00001826902785,59144.34885439893
mp-1207082,LiMgSb,3,Li-Mg-Sb,1.4438,False,False,Cubic,4.683643373413326,4.683643373413326,4.683643373413326,60.00000000000001,60.00000000000001,60.00000000000001,178922.06883582985
mp-1207095,SiPAu,3,Au-P-Si,1.0382000000000002,False,False,Trigonal,6.0827214282739615,6.0827214282739615,6.082721242503493,33.43747652865662,33.43747652865662,33.437471735097745,352669.7728172729
mp-1207186,DyHSe,3,Dy-H-Se,1.4876999999999994,False,False,Hexagonal,3.826859955514412,3.826859955514412,3.90631106,90.0,90.0,120.0000013055072,59218.027629367265
mp-1207192,NdHSe,3,H-Nd-Se,1.6838000000000006,False,True,Hexagonal,4.012118186278731,4.012118186278731,7.99801969,90.0,90.0,120.00000900808688,65144.42134392196
mp-1207196,Ca2H6Os,3,Ca-H-Os,2.7001,False,False,Cubic,5.112129308015143,5.112129308015143,5.112129308015143,60.00000000000001,60.00000000000001,60.00000000000001,4718.6590471256495
mp-1209302,Rb2TcCl6,3,Cl-Rb-Tc,1.2635,False,True,Cubic,7.080711178590107,7.08071263523217,7.080722082170522,59.9999422554099,59.99996267083133,60.00009507375877,95943.15645050892
mp-1216536,TmPaO4,3,O-Pa-Tm,2.434,False,False,Tetragonal,3.76438059,3.76438059,5.29860992,90.0,90.0,90.0,6097.258321963763
mp-1216588,TlInF6,3,F-In-Tl,2.6572,False,False,Trigonal,5.8638860378243685,5.863886038253988,5.863886363590774,53.436203636174426,53.43620358901718,53.43620420554491,2913.0056311939957
mp-1217271,Th2PNO,4,N-O-P-Th,1.3129,False,False,Trigonal,4.037171557073715,4.037171557073715,6.864159,90.0,90.0,119.9999927415104,231430.30314618337
mp-1217996,TaCu3Se3S,4,Cu-S-Se-Ta,1.6491000000000002,False,False,Trigonal,5.666519251840763,5.666519251840763,5.666518903542191,89.39856536124286,89.39856536124286,89.39855970148142,198385.4888878464
mp-1219240,ScPaO4,3,O-Pa-Sc,2.493500000000001,False,False,Tetragonal,3.71462038,3.71462038,5.17931872,90.0,90.0,90.0,6505.17754420494
mp-1220714,NaLaS2,3,La-Na-S,2.5989,False,False,Trigonal,7.050855446170878,7.050855446170878,7.050856371102793,34.800473109318,34.800473109318,34.80046821843516,12565.83902681325
mp-1220912,NaPrS2,3,Na-Pr-S,2.1807000000000003,False,False,Trigonal,7.078791462926609,7.078791462926609,7.0787908189749915,34.14164337193019,34.14164337193019,34.14165152436233,21674.010498774544
mp-1220967,NaLiCdS2,4,Cd-Li-Na-S,1.6168999999999998,False,True,Trigonal,4.157273225346754,4.157273225346754,7.041954,90.0,90.0,119.99998767205209,68855.13947221896
mp-1221101,NaBiSe2,3,Bi-Na-Se,1.0922999999999998,False,False,Trigonal,7.4542931854595755,7.4542931854595755,7.454292659428529,32.689764840185035,32.689764840185035,32.68976186972685,389492.80454949284
mp-1221102,NaBiTe2,3,Bi-Na-Te,1.0652999999999997,False,False,Trigonal,8.014139038931205,8.014139038931205,8.014138488741475,32.473399932863074,32.473399932863074,32.47340174963426,848135.6319908629
mp-1221125,NaBiS2,3,Bi-Na-S,1.4468999999999994,False,False,Trigonal,7.136081171726416,7.136081171726416,7.136081478444894,32.87033159765865,32.87033159765865,32.870325733815655,164046.51320189785
mp-1222263,LuPaO4,3,Lu-O-Pa,2.4908,False,False,Tetragonal,3.75260979,3.75260979,5.26901473,90.0,90.0,90.0,5971.548679810313
mp-1222296,LiSmS2,3,Li-S-Sm,1.9482,False,False,Trigonal,6.589498607233206,6.589498607233206,6.589498942954359,35.32803067620851,35.32803067620851,35.328028687955744,25241.395956409604
mp-1222370,LiGdS2,3,Gd-Li-S,1.6532000000000004,False,False,Trigonal,6.577801235863157,6.577801235863157,6.577800625019005,34.99042989402266,34.99042989402266,34.990430926961615,88403.1985059801
mp-1222404,LiBiS2,3,Bi-Li-S,1.4793000000000003,False,True,Trigonal,6.693282539952567,6.693282539952567,6.693282031384804,34.406441015515334,34.406441015515334,34.406444435945446,151372.08643563604
